"","PRISM.7122","PRISM.7147","PRISM.7150","PRISM.7153","PRISM.7184","PRISM.7238","PRISM.7406","PRISM.7408","PRISM.7421","PRISM.7445","PRISM.7486","PRISM.7496","PRISM.7506","PRISM.7547","PRISM.7658","PRISM.7744","PRISM.7759","PRISM.7762","PRISM.7776","PRISM.7791","PRISM.7843","PRISM.7852","PRISM.7875","PRISM.7897","PRISM.7938","PRISM.7941","PRISM.7947","PRISM.7948","PRISM.7971","PRISM.7989","PRISM.8095","PRISM.8096","PRISM.8101","PRISM.8106","PRISM.8129","PRISM.8226","PRISM.8264","PRISM.8275","PRISM.8336","PRISM.8361","PRISM.8374","PRISM.8377","PRISM.8406","PRISM.8441","PRISM.8444","PRISM.8447","PRISM.8452","PRISM.8458","PRISM.8462","PRISM.8464","PRISM.8466","PRISM.8467","PRISM.8475","PRISM.8480","PRISM.8483","PRISM.8485","PRISM.8496","PRISM.8502","PRISM.8503","PRISM.8511","PRISM.8513","PRISM.8515","PRISM.8523","PRISM.8534","PRISM.8537","PRISM.8550","PRISM.8564","PRISM.8565","PRISM.8573","PRISM.8577","PRISM.8591","PRISM.8592","PRISM.8605","PRISM.8624","PRISM.8628","PRISM.8629","PRISM.8667","PRISM.8675","PRISM.8692","PRISM.8696","PRISM.8728","PRISM.8734","PRISM.8735","PRISM.8746","PRISM.8749","PRISM.8753","PRISM.8758","PRISM.8778","PRISM.8783","PRISM.8785","PRISM.8794","PRISM.8795","PRISM.8800","PRISM.8802","PRISM.8803","PRISM.8805","PRISM.8806","PRISM.8807","PRISM.8809","PRISM.8815","PRISM.8841","PRISM.8843","PRISM.8844","PRISM.8846","PRISM.8847","PRISM.8849","PRISM.8878","PRISM.8882","PRISM.8892","PRISM.8894","PRISM.8898","PRISM.8924","PRISM.8932","PRISM.8982","PRISM.8998","PRISM.9010","PRISM.9018","PRISM.9030","PRISM.9033","PRISM.9074","PRISM.9079","Validation.UMCG0333264","Validation.UMCG1180653","Validation.UMCG1576297","Validation.UMCG1705352","Validation.UMCG1708847","Validation.UMCG2023308","Validation.UMCG2136686","Validation.UMCG2739287","Validation.UMCG2788516","Validation.UMCG3243705","Validation.UMCG3299495","Validation.UMCG3321127","Validation.UMCG3595094","Validation.UMCG3748218","Validation.UMCG4000898","Validation.UMCG4081271","Validation.UMCG4268471","Validation.UMCG4722506","Validation.UMCG4789724","Validation.UMCG4851027","Validation.UMCG5113553","Validation.UMCG5308346","Validation.UMCG5437940","Validation.UMCG5613882","Validation.UMCG5792346","Validation.UMCG5921444","Validation.UMCG6047689","Validation.UMCG6054655","Validation.UMCG6262744","Validation.UMCG6628208","Validation.UMCG6720116","Validation.UMCG6738619","Validation.UMCG6868484","Validation.UMCG6966873","Validation.UMCG7115152","Validation.UMCG7198526","Validation.UMCG7563651","Validation.UMCG8089650","Validation.UMCG8255148","Validation.UMCG8438880","Validation.UMCG9119812","Validation.UMCG9189151","Validation.UMCG9830707"
"acetytyrosine",1288.08,11.1852,1757.35,7.63654,170.585,168.654,0,59.1738,194.281,72.2438,62.9857,822.653,2.26829,0,334.93,1258.06,386.922,74.5806,757.936,1845.52,432.174,902.041,141.67,1185.33,35.8661,529.766,320.235,351.041,352.434,334.395,546.841,70.767,51.5274,2100.3,53.807,118.405,7.15913,141.611,226.916,2042.02,135.902,1067.1,248.733,1315.14,883.553,335.791,68.0262,1107.54,239.038,300.662,279.421,1097.96,399.839,33.4606,203.456,851.816,644.699,199.606,847.902,1609.77,2656.4,686.931,383.336,19.0924,37.3605,356.452,210.069,46.171,48.6648,717.664,843.147,339.674,1125.11,743.33,388.799,117.406,18.1637,165.696,6.12213,11.027,71.6054,17.1197,8.93089,19.9965,0,16.6736,16.7792,23.7805,88.6968,12.8946,0,15.3801,17.6471,914.886,56.7643,34.775,4.78683,116.361,5.70997,91.3448,72.7555,16.0096,0,17.8422,44.674,141.322,14.2019,329.305,667.95,220.417,13.2144,98.2302,339.263,30.2421,15.8906,36.0066,9.92864,0,0,16.5583,28.1584,54.7894,0,23.9188,186.353,290.661,211.541,125.431,85.5571,86.0313,70.8068,49.0664,56.2711,139.904,12.8664,483.467,13.7363,27.4849,47.6578,49.2622,88.8166,260.375,780.502,92.9005,80.5518,208.528,430.438,134.905,127.282,92.5123,222.187,128.085,74.7058,296.018,72.8524,222.309,34.4673,87.5144,109.091,163.205,402.127,209.029,160.089,43.8495
"adenine",1119.99,537.849,1794.11,322.135,305.804,242.649,202.656,15.4604,557.688,513.069,3339.28,501.132,269.473,214.269,938.553,39.4243,306.259,5735.54,181.179,508.908,503.927,326.938,135.067,1391.33,170.151,1290.3,96.8903,344.44,783.356,584.149,755.868,76.998,657.894,255.833,1957.32,3665.43,3377.83,4892.77,446.251,51.414,203.621,422.272,2411.3,4604.22,76.7066,23967.7,148.928,156.019,225.584,543.351,4483.87,1262.14,735.116,0,637.708,263.63,762.12,616.862,103.282,267.73,57.8338,1957.37,47.2639,145.397,2191.55,67.0044,76.8339,186.396,571.518,50.8844,412.834,214.843,63.0686,6622.93,225.87,81.3782,122.326,434.315,1587.17,614.256,236.7,17.2557,2067.74,1442.15,378.196,2027.4,0,161.083,464.092,3305.56,3502.56,6826.69,53.8656,256.092,439.175,1424.8,2939.46,924.511,168.034,89.9607,17.3217,65.7269,241.836,429.831,45.9752,1054.16,76.5185,359.75,339.855,166.277,65.2237,1367.44,77.064,38.7991,1825.79,345.535,170.497,252.189,39.2409,58.8586,249.078,1624.27,9009.3,2087.81,438.184,25036,356.254,7779.66,1626.98,184.614,5118.09,145.349,1988.8,252.23,779.332,4551.13,50929.9,1010.64,151.074,329.493,1294.56,484.696,93.2029,278.267,52.297,774.3,1212.83,212.965,5779.49,1820.63,9883.95,7289.35,235.703,113.955,371.512,294.833,434.876,8177.1,7511.26,549.293,4882.99,1723.49,848.673,15506.2
"adrenic acid",3794.71,174.147,13469.4,430.133,10343.6,54.6704,0,394.431,6720.12,7830.9,6135.3,5793.36,108.123,1566.93,14257.8,13920.4,5631.19,5244.49,7414.06,7195.98,2178.52,9524.02,1151.03,8203.75,1250,9169.71,10319.1,17.9919,3470.81,60.6104,2724.28,3863.75,2367.56,122.206,666.163,3045.72,4368.07,7683.9,2776.76,8010.61,1394.99,3952.09,20455.6,3920.96,11208,9508.15,1419.91,5065.31,2052.73,15122.6,7243.77,9117.8,4613.4,867.678,2025.07,3111.69,8115.28,541.426,14459.7,2006.22,9479.42,339.876,1121.61,113.029,756.402,71.7049,8362.93,297.385,4691.09,11437.4,100.674,6223.46,1840.92,4033.03,7753.8,799.129,11062.5,8044.42,391.813,172.131,2164.16,3162.14,70.4198,0,23.6207,944.26,0,4671.28,2434.06,27157.7,867.859,2382.73,4399.22,1335.12,450.805,1300.47,45.5315,32.8452,0,43.9456,4208.35,185.483,12.8455,185.81,427.677,31.2598,166.161,6669.24,9083.73,925.837,82.793,4535.09,483.529,13.8622,14735.1,856.577,147.863,713.746,285.121,4901.03,9149.74,9425.77,1027.31,2580.51,11361.2,46.9151,6230.35,11955.8,4402.68,6817.42,6003.37,1992.6,8105.02,2980.92,5231.3,8387.97,7989.24,49.4928,9535.86,8999.43,11360.4,8113.05,5803.83,136.563,10111.8,6906.9,10229.1,12945.8,4299.81,12360.6,2169.6,11132.4,10823.5,7289.68,11129.9,7863.6,4138.52,8749.02,2449.03,8979.08,2413.34,6051.68,6130.34,9410.18
"alanine",6822.25,1128.555,7469.8,1254.965,3717.615,2015.4337,90.5535,40416.57,5747.5805,4875.99235,5111.4663,9907.55,655.71,905.915,6865.1055,3285.13,10803.245,2558.3158,13138.662,9353.7,8900.055,14824.65,16016.1825,9753.662,5925.5,9094.9463,24730.75,6114.45,6416.3,6325.1,2804.525,4369.98,4869.755,12158.37704,6667.68,4318.4258,3904.925,9465.7625,9421.05,10832,9884.88595,8981.95,8815.105,7426.847175,5066.25,3927.21472,13662.3155,9475.7,15770.25,8170.0255,8279.325295,13218.5915,9543.1965,13836.45,8978.38855,6942.468495,34505.75,6910.80505,7991.05,8704.15,4403.670895,4493.525,12700.659,1791.83403,6921.734,6142.66245,8153.62093,6285.8,7264.9175,5333.1212,6798.5,5978.56255,13776.6904,8111.8745,3819.671,10386.010135,5070.5665,7864.5226,1395.155,982.01465,2913.023645,1322.77745,563.6225,129.0495,245.0393,6594.335,373.7035,2766.925,5223.9,1957.04,1461.935,1126.3,2534.8255,2785.66,3026.78115,6446.0285,394.827,8338.7,699.945,5941.2,1068.76,7804.45,66.5365,5500.6215,1141.775,9557.947,2079.2595,10564.7285,7285.475,7615,915.7235,1939.3155,12558.639355,3329.885,5265.4205,2915.52,333.457,1515.44,283.586,3744.7957,6783.9,8767.007,3357.71657,2882.342,6634.9886,3760.915,10643.0855,6473.65,3866.085,9463.44534,3205.54,7068.169,4545.455,9881.65,5725.46,9854.765,3352.75,6046.35,5561.9653,3080.04,3114.588,12582.91775,6196.75,5869.0435,5743.216,9636.3924,13199.494075,2009.325,4991.51,6983.11925,12909.15,8243.90144,5672.401395,6264.5,4999.975,7672.1205,4487.56132,4348.855,5962.25,4531.88,9908.75,5978.2745,5204.65,3714.9591
"alpha-hydroxybutyrate",52.3486,0,46.2317,17.3103,76.673,41.8666,0,70.9954,326.429,1660.27,232.986,50.9207,0,23.059,293.527,73.6073,653.261,579.216,597.381,67.1765,593.036,208.647,340.791,136.36,537.02,1379.13,2425.28,433.35,0,0,2239.28,537.935,28.9986,658.724,457.106,51.3282,26.046,649.478,48.3041,129.61,774.471,57.6577,212.945,134.242,23.6129,41.2961,0,76.5968,1121.87,161.348,27.4577,193.738,533.732,1121.54,307.382,66.2816,109.144,203.705,30.4966,77.2419,93.9573,38.433,1137.62,9.61782,441.547,0,668.158,70.785,110.582,27.4813,17.4799,28.3571,517.319,66.8446,43.3679,15.1652,10.4585,889.55,15.1176,0,0,8.72952,0,0,152.561,190.158,63.5294,16.9679,29.4892,31.4463,40.2049,0,103.736,6.17035,17.5169,347.583,0,444.589,0,21.9583,14.2501,36.3096,0,194.332,0,25.3092,0.0692786,161.52,478.968,46.0114,15.6158,6.73932,462.639,5.65318,105.108,17.6875,78.9138,176.272,0,111.808,41.5074,356.443,28.9616,460.825,28.8794,22.2432,694.03,84.1816,53.4342,0.13828,24.6031,667.526,24.4243,49.8935,55.8589,90.8177,24.782,14.4537,24.572,15.3659,322.377,78.8368,40.5617,125.21,646.159,184.675,86.0378,14.2314,66.6286,63.9743,117.62,71.5629,28.2454,34.7163,10.8678,84.5568,24.1494,98.8577,63.2968,29.9596,48.4954,522.89,72.1431,93.1131
"alpha-ketoglutarate",814.322,31.1125,32.7127,13.3158,454.427,110.078,103.253,66.4628,930.231,48.6132,407.646,1188.31,42.8546,625.986,451.31,0,1059.8,155.298,144.625,24.2593,18.5547,587.589,71.669,244.82,97.1574,133.624,46.3465,49.6105,217.756,78.2239,49.9289,346.261,31.6205,264.703,175.647,41.2389,68.6685,51.8312,50.0881,1773.29,258.593,794.851,1060.83,23.9237,14.2997,14.0272,526.713,797.337,123.928,1147.95,34.18,1162.27,284.804,0,202.534,102.412,1120.62,73.6382,43.0561,1701.96,758.973,372.989,59.7523,204.014,85.5628,184.004,898.506,55.675,272.27,28.9979,90.661,364.822,108.215,763.014,0,1366.22,239.396,221.665,20.2634,344.585,29.6876,110.248,489.933,136.825,36.5733,361.808,240.171,10.1862,237.353,111.057,458.097,151.167,322.374,41.7256,544.358,137.142,116.446,797.429,290.068,220.874,332.374,106.998,444.605,1107.37,274.186,211.28,268.707,131.256,2533.61,0,320.323,0,119.893,0,95.0749,40.4912,189.06,255.424,11.4405,64.9762,47.3598,343.698,46.4896,11.7313,22.1258,17.8975,433.756,33.2152,707.009,361.584,32.3475,82.9837,1075.94,132.658,567.76,87.9091,18.1328,230.845,27.4484,22.3131,313.464,1025.4,31.6748,87.5179,146.766,216.24,32.5816,41.7504,35.6817,50.8783,1013.53,30.243,34.8428,0,19.9973,89.9491,69.1477,10.1547,14.8919,75.502,357.057,35.4689,343.836,706.775
"alpha-ketoisovalerate",30.9868,63.0215,1174.6,144.991,0,49.6849,9190.69,2622.26,308.799,36.1896,113.456,142.462,543.567,132.431,663.447,0,74.8592,1147.01,2086.57,0,15521.7,854.344,3663.47,2206.14,40.3799,94.0943,200.077,108.573,16454.7,8452.76,654.536,5421.55,1479.86,2394.02,260.613,4664.95,5898.69,1608.29,10721.1,4875.42,235.653,83.7733,923.166,228.554,4289.56,1504.16,14560.3,105.675,206.837,204.162,0,71130.3,251.054,18273.6,238.237,192.735,216.953,10992.6,147.366,793.783,0,234.657,4589.93,10676.3,91.5035,269.566,229.403,6930.81,298.759,1771.25,143.776,83.8828,3570.8,119.107,128.053,12076.9,235.447,70.5197,117.185,802.735,165.263,422.434,1935.8,8232.12,285.061,775.097,3733.25,332.438,1267.26,335.944,269.279,45.7601,1137.31,403.638,218.604,2427.2,4675.65,78.1306,4167.05,336.027,3554.54,319.049,1602.64,836.465,184.065,27387.4,388.771,11767.5,902.061,9299.11,582.703,368.656,13356.7,635.329,1954.46,235.923,392.545,350.85,247.19,208.206,106.04,478.509,273.157,164.388,2317.31,258.203,72.1531,317.071,131.102,516.536,133.882,569.869,35.589,530.683,1833.41,999.571,227.274,12843.5,46.6802,348.743,2422.6,0,469.27,116.233,127.687,208.394,543.373,251.475,147.433,412.284,203.118,1158.22,67.7003,363.684,345.991,54.4296,346.447,316.176,1178.2,76.5085,700.391,1216.44,50.8117,545.222
"alpha-linolenic acid",354.803,1055.21,248.617,6957.91,49.6406,2457.8,839.922,102.941,859.125,3792.64,1041.03,618.699,3010.72,788.494,539.332,326.634,707.444,18.3714,5036.26,117.292,30.1545,2076.21,2899.98,1684.14,1865.6,194.076,1002.96,852.858,1120.15,4676.28,70.6744,1559.53,1806.83,2352.43,558.291,253.251,584.152,4465.53,2313.32,1275.74,847.851,250.02,1537.4,793.58,93.4122,134.169,1927.52,2185.14,3706.85,1291.68,1478.58,150.881,0,15.9328,6005.8,791.7,1246.63,1810.59,76.226,888.437,393.719,1736.08,210.811,2520.1,995.872,2295.5,5573.72,73.0085,454.269,304.708,1149.65,2460.01,313.332,1603.14,528.173,4890.38,5886.87,397.732,1272.37,6841.34,172.945,6824.31,3671.92,12311.8,10488.3,3786.6,13797.3,174.049,19096,2232.78,1993.87,130.126,1657.79,3097.18,1102.4,153.786,2059.92,540.374,64.3515,900.902,8381.23,7309.73,8573.05,5646.17,1613.03,2037.84,5958.33,1435.17,3946.15,2245.3,984.77,2985.39,353.393,1286.73,767.356,565.9,423.506,2281.67,304.036,5733.14,178.743,2398.92,561.185,1036.7,168.345,120.929,216.745,315.135,654.102,2264.3,323.313,210.143,837.33,660.821,1560.63,915.373,990.926,1027.47,955.334,476.08,6642.82,28.4952,531.388,645.831,1404.59,3287.83,675.814,146.62,1066.1,408.754,201.76,772.337,634.911,326.098,662.264,3111.17,1723.54,23.7378,74.7007,1705.3,23.4485,777.465,251.939,1899.48
"alpha-muricholate",106057,45430.3,8982.42,14178.6,31180.4,264.241,987.222,100325,131517,15774,26015.5,20637.6,17575.8,56475.8,27838.4,2123.87,67751.7,27540.9,52255.5,137180,27062.6,52892.2,65353.9,24857.9,10299.5,53944.4,46068.6,60404.2,25890.8,6674.14,30430.2,13482.5,35517.3,90174.1,20559.3,97817.8,2558.36,28688.8,823.082,19671.1,58474.5,39981.6,35461.6,14276.1,12665.4,54124.4,13682.2,21947.9,85204.8,153562,45097.6,14336.5,28648.6,8475.63,49147.4,49154,59309.3,23393.1,18328.2,63985.9,19576.5,1359.92,35887.4,1501.72,43170.4,14341.6,15301.6,14839.7,10139.1,10071.4,30654.5,18420.4,7376.83,18842.1,14983,1790.97,50423.6,42258.7,22508.3,22210,10835.4,12186.2,3251.98,1449.52,13868.1,15462.3,828.227,2862.29,15316,34920.8,32280.9,36649.2,22578.6,7772.92,16842,6830.84,13823.5,1189.58,12061.8,19890.3,4000.08,12163.4,5911.61,11410.6,15578.8,549.197,2280.65,27201.8,15678.5,12791.6,12456.9,22307.5,23827.7,25928.8,138564,20482.3,31079.7,132317,9757.58,79259.5,7803.6,21584.2,36109.3,8875.93,22864.9,18200.7,8719.88,31667.4,10655.2,26062.6,19015.7,77445.8,17089.2,8073.27,32762.6,60492.4,5446.36,16195.2,23986.9,7486.84,43159.1,10792.9,63063.3,70130.5,97411.5,62005,30131.8,24763.4,14012,66146.1,33988.6,35353.5,65453.6,8242.57,23863.3,6917.14,37505.4,47819.5,11136.5,31093.5,18959.7,37016.8,38123.8,76950.8
"anserine",0,0,0,0,0,2455.71,143.176,28.5218,0,57.8542,22.483,5.04273,0,0,0,0,0,27.5446,7.37403,0,20.0575,17.6623,7.03276,10.0552,64.2301,0,771.682,2.22953,14.1376,61.7255,60.2763,15.1074,0,38.0803,14.1604,694.904,21.8235,39.9074,142.358,4.29274,23.2122,0,0,0,0,0,34.9323,0,110.964,6.66515,15.3155,0,3.06646,42.7519,39.5546,0,65.4404,76.5197,0,0,0,0,35.6764,596.442,12.6091,50.2793,16.6121,112.214,0,0,43.5105,0,0,10.7282,0,108.639,0,4.7378,0,8.84263,0,0,19.505,66.6699,453.961,196.893,351.071,0,78.5683,0,0,0,14.6114,0,0,24.288,67.7818,110.84,71.1267,140.173,29.3312,24.4125,141.024,8.07153,0,34.6747,128.502,19.0135,47.843,0,46.4902,9.96758,8.70644,0,0,0,25.1964,24.0288,0,0,0,22.0041,0,41.5327,7.56761,0,6.23558,0,9.09,362.053,0,0,8.26361,0,21.7789,0,0,593.93,0,0,115.622,4.62861,27.621,236.65,10.3159,4.3507,0,4.75521,0,64.1684,0,0,0,0,0,187.184,0,51.9771,78.0958,0,0,80.0456,0,35.6503
"arachidonic acid",168.92554,80.45772,218.48444,153.4365,161.19334,1380.65716,135.74462,247.13938,36.4147,332.16254,196.65408,42.10024,22.82106,33.26598,56.50378,39.60952,56.40786,7.36306,92.82334,74.0107,223.86064,133.2367,405.84582,115.45574,414.356,196.2801,283.69066,178.30224,8.18678,46.25862,138.40058,447.56064,34.21842,302.12278,110.77454,362.72,33.25452,183.57622,205.96344,121.51102,112.35842,310.49154,32.3438,32.498146,37.958668,20.344574,370.84546,59.174168,519.96504,116.31332,108.81008,73.71926,646.89252,858.22436,154.3583,118.658184,230.43982,561.14564,178.40568,153.16806,30.05222,68.924876,871.7146,291.2098,46.2625,464.88706,71.0255,197.00486,22.84182,156.245106,226.71992,277.08784,707.49224,101.8347,123.98602,99.76156,59.1161,52.84336,42.97668,89.34608,65.31348,142.73736,30.49944,351.9998,387.4428,180.47176,404.3334,39.082156,212.48812,76.655,29.91492,29.70502,187.55188,23.60074,50.12894,114.82886,196.82256,311.3213,93.9982,137.5154,31.57042,692.4608,130.91878,71.42198,108.9863,91.53956,493.0222,315.334,140.73038,45.9434,459.42896,37.81584,353.50438,56.8263,55.83506,77.781592,107.30246,224.58288,32.7108,212.69776,25.34538,149.13664,107.24516,87.31906,70.9683,25.44993,120.39644,106.490108,43.72864,202.88408,36.11525,597.11322,45.31744,126.128452,386.38772,47.684356,34.010142,375.71804,75.43244,67.665682,126.5947,63.71262,131.27718,133.09436,211.71924,108.17256,119.80734,97.33804,22.719584,134.60042,68.289776,73.28298,120.655848,178.3187,103.80082,254.099,78.48438,49.90438,189.53148,191.61134,59.18938,253.86172,20.338778,75.77416
"arginine",290.9895,394.418,811.172,229.3235,255.3785,592.8895,1794.15445,189.9605,135.05555,485.1775,1978.215,231.9345,686.734,338.224,1090.6885,332.00145,501.1575,839.546,3912.2605,148.2555,1857.0855,481.6755,16601.8335,346.653,3437.51,1506.075,451.6095,1919.6865,1103.6098,507.7555,806.4298,12878.575,85.7512,10446.7495,2797.63,16724.915,2563.14475,4269.64,21487.2895,695.129,868.567,483.5765,396.6575,94.92585,220.492,252.2185,16817.46,57.4422,2344.905,881.3105,401.9795,1345.516,1449.8735,1407.2805,1623.91,1147.329,1174.3175,25306.557,228.3513,930.7405,35.74295,207.288,16478.945,19803.385,600.245,6848.005,721.7865,13247.37,447.9705,840.557,3139.24,249.3145,16977.101,280.648,237.6735,1881.4285,573.447,1633.595,584.805,3491.8325,65.56195,1665.4035,2330.4134,13972.988,381.548,1268.4275,1614.585,226.9095,1108.097,788.242,482.991,417.7165,1344.33,98.3535,32.81915,4427.046,11581.4285,1252.285,3374.7895,23859.565,1599.938,2364.04,543.27275,3343.3565,2007.98,3568.75,11538.21,14794.8895,547.507,70.21905,7691.76,95.5759,1563.02,164.301,1287.878,475.4455,4189.565,4512.6485,358.67875,538.001,161.6892,457.3545,384.729,1533.1945,480.2365,209.13965,963.732,305.4902,543.7355,501.431,362.992,5814.32,638.4675,609.4665,5126.34,364.2025,145.39545,4510.576,685.528,195.795,3344.8375,45.0767,1261.755,6591.875,2850.56,1261.426,161.6625,1259.6505,969.349,608.769,201.156,551.822,407.4075,230.2215,464.5155,2054.405,388.5155,516.167,13550.4905,565.7145,890.0055,6114.18,212.8795,713.489
"ascorbate",166.554,230.447,65.1043,321.457,334.148,158.345,360.299,56.059,195.671,100.147,301.25,220.084,634.57,453.966,240.533,69.7357,78.404,477.121,256.031,0,200.818,173.765,282.529,93.8481,248.386,118.644,206.024,154.228,201.399,75.0824,170.948,216.497,334.019,179.823,324.207,1009.96,560.163,552.684,74.567,164.535,60.3796,212.922,545.964,15.7587,39.9776,120.458,76.3855,85.4823,321.723,14.9969,158.915,255.486,614.429,45.6628,198.099,64.362,278.13,678.58,32.8391,78.6603,98.9867,68.1689,527.14,283.884,112.627,109.488,543.641,187.523,258.334,106.508,216.947,196.254,173.262,67.9446,146.465,11.7946,342.414,202.359,767.078,943.212,88.236,634.942,1314.55,1597.23,476.288,1939.18,149.915,110.821,1520.68,1171.6,769.248,385.711,1158.92,82.3867,227.866,132.957,1476.32,67.0842,1393.44,851.592,265.317,455.297,1540.07,325.497,780.143,20.5087,1920.24,377.149,132.627,30.1395,1428.26,74.2209,195.183,113.79,320.33,288.197,895.098,1498.83,444.114,0,803.326,196.905,373.654,1625.46,405.57,31.3072,120.512,159.406,503.164,308.48,28.1833,858.435,663.96,125.229,356.354,145.786,142.79,85.8828,554.856,65.1743,1971.4,94.2518,262.45,1035.6,368.956,596.76,63.957,291.642,333.324,499.397,171.972,365.685,127.271,59.9706,132.361,1113.35,75.7885,298.918,728.011,1453.99,156.961,684.643,111.806,739.589
"asparagine",177.240115,167.38235,1526.7606,51.871035,174.59375,48.51475,199.61925,59.7835,48.523,74.674025,2024.4605,95.9755,47.5124,95.1372,149.266135,87.0755,422.23285,68.4816,361.4581,66.427525,495.9522,559.961,5819.998,310.66175,2499.9155,1620.1155,86.903,71.829,87.29586,122.11058,16.3242,8421.6435,66.282,8325.4525,3112.195,3603.99,259.37165,1582.334,354.0876,375.854455,46.9167,1674.53805,89.883695,112.49844,203.141,86.76543,4704.6285,73.2105,383.6895,1117.2612,67.903625,937.31315,1342.09165,22477.865,86.2295,61.8915,55.6095,11547.545,43.57035,1326.4667,24.35635,47.11673,11789.675,406.00475,32.9335,4493.539,41.38275,2017.1255,227.3177,196.440345,665.89445,61.298,13186.2955,283.3469,447.04115,288.40865,306.6597,319.9271,24.76365,314.2382,19.9117,878.2549,181.9326,867.8695,104.70835,238.35795,1633.44,618.8064,238.50455,432.82415,375.9206,214.631205,855.8628,43.3768,8.1895,1626.7055,4342.9935,2080.9575,310.21155,3992.7995,376.95405,2999.7225,66.2485,617.09445,665.3121,1657.0025,4326.6585,3533.4245,389.5378,51.4115,7271.1685,11.9642,4233.513,130.912,506.667,83.1905,811.4515,514.29775,218.72435,129.381,15.77105,139.01625,135.01856,101.5064,511.115,140.984315,512.4535,25.0985,119.523165,109.533955,133.323395,9568.181,216.826435,140.029165,3644.9625,145.443205,67.423605,420.65415,290.96885,1150.933,434.4024,36.4602,1565.92435,914.08835,569.4716,211.7226,72.176,454.2311,386.31475,315.79765,182.41603,339.3704,33.96745,250.41185,1017.70475,113.022,179.009995,44.93435,723.917,712.97355,745.15165,2680.2415,126.52209,313.13715
"aspartate",109.354,0,67.2366,45.4845,29.8486,401.05,0,73.0486,0,70.82,144.917,0,0,0,0,24.334,0,0,25.5629,32.7434,107.932,75.4325,149.871,31.5687,140.052,93.1825,48.4985,92.2455,0,0,39.5409,128.958,20.5932,123.794,31.5596,82.0993,17.4245,84.6679,99.16,43.6199,77.9338,290.025,0,16.0001,23.6272,0,189.116,30.9218,464.986,0,31.0088,31.2929,176.264,493.437,39.1062,65.1139,57.273,251.939,26.7763,94.0459,0,24.1545,734.538,0,0,152.279,0,0,0,57.8209,112.658,159.499,125.111,0,54.8845,49.1844,0,0,10.2704,0,0,50.6607,0,119.852,59.8478,38.0242,222.516,21.1295,30.2496,43.1996,0,24.2145,53.3074,18.4112,0,42.3111,45.1258,52.4416,0,0,0,568.641,0,23.7555,35.1916,0,141.862,119.999,20.2761,0,257.278,15.3018,206.159,66.5676,27.1444,67.9663,0,45.161,0,60.1141,0,11.5888,54.7879,25.6435,88.5897,0,100.171,43.0992,22.5407,0,42.6004,262.909,19.4202,40.7439,124.575,19.0612,0,20.5776,36.3291,54.6387,0,38.3244,47.5263,24.411,40.9298,25.3564,46.4194,20.7143,0,58.063,43.0101,36.5162,121.153,44.4695,73.3106,91.3923,48.814,20.0531,62.6866,38.9212,24.3092,78.7026,10.8759,27.3685
"atenolol",63.5365,46.2778,87.4474,34.112,97.1015,56.3631,37.546,108.116,65.8621,51.5089,42.7499,83.5412,28.1536,34.0242,112.931,81.1246,143.168,37.9245,64.32,59.3457,144.563,115.519,89.8973,127.224,126.702,66.729,55.8621,45.2462,22.7095,212.414,280.821,204.296,77.6667,72.5594,24.3237,395.033,23.0339,71.4764,117.182,78.0673,47.665,53.0715,75.7791,48.8922,52.0832,151.735,176.472,148.556,109.9,137.306,96.714,113.308,82.6759,91.6449,81.9449,48.4689,87.2336,63.0741,72.265,61.1075,99.1171,40.2757,126.795,254.601,124.358,123.833,48.1087,237.723,60.7907,51.2715,63.848,40.1171,146.252,165.041,75.8622,76.3834,205.591,15.137,39.5468,50.1818,97.321,101.422,15.7434,159.087,23.6021,77.8057,296.538,33.6001,119.33,78.6896,173.34,259.283,111.277,111.397,43.7971,137.237,133.897,303.245,373.857,286.81,152.6,85.9132,30.0292,60.9605,81.5739,218.933,83.911,154.29,70.4307,191.05,152.073,101.838,189.75,88.055,44.2156,159.2,178.007,156.043,31.7111,215.581,111.259,12.0727,329.171,14.5507,143.452,398.785,176.729,345.258,141.369,42.3109,362.36,101.903,41.5638,114.723,76.3345,191.384,223.747,403.624,35.2994,76.6172,23.8255,70.567,47.6524,53.0582,92.5336,41.3903,89.6929,36.2129,66.0167,357.755,517.754,326.148,117.34,49.4018,59.5298,62.1485,88.8682,82.3515,209.787,47.2357,270.243,105.351,97.404,289.913
